Date,Open,High,Low,Close,Volume,Adj Close
2013-05-29,440.00,447.50,439.40,444.95,11806300,444.95
2013-05-28,449.90,451.11,440.85,441.44,13773800,441.44
2013-05-24,440.85,445.66,440.36,445.15,9863100,445.15
2013-05-23,435.95,446.16,435.79,442.14,12607900,442.14
2013-05-22,444.05,448.35,438.22,441.35,15822800,441.35
2013-05-21,438.15,445.48,434.20,439.66,16286500,439.66
2013-05-20,431.91,445.80,430.10,442.93,16127800,442.93
2013-05-17,439.05,440.09,431.01,433.26,15282300,433.26
2013-05-16,423.24,437.85,418.90,434.58,21543000,434.58
2013-05-15,439.16,441.00,422.36,428.85,26486200,428.85
2013-05-14,453.85,455.20,442.15,443.86,15968500,443.86
2013-05-13,451.51,457.90,451.50,454.74,11319600,454.74
2013-05-10,457.97,459.71,450.48,452.97,11959000,452.97
2013-05-09,459.81,463.00,455.58,456.77,14231700,456.77
2013-05-08,459.04,465.37,455.81,463.84,16878500,460.79
2013-05-07,464.97,465.75,453.70,458.66,17276900,455.64
2013-05-06,455.71,462.20,454.31,460.71,17737200,457.68
2013-05-03,451.31,453.23,449.15,449.98,12903600,447.02
2013-05-02,441.78,448.59,440.63,445.52,15065300,442.59
2013-05-01,444.46,444.93,434.39,439.29,18103900,436.40
2013-04-30,435.10,445.25,432.07,442.78,24697800,439.87
2013-04-29,420.45,433.62,420.00,430.12,22868800,427.29
2013-04-26,409.81,418.77,408.25,417.20,27289200,414.46
2013-04-25,411.23,413.94,407.00,408.38,13744200,405.69
2013-04-24,393.54,415.25,392.50,405.46,34630400,402.79
2013-04-23,403.99,408.38,398.81,406.13,23722800,403.46
2013-04-22,392.64,402.20,391.27,398.67,15354300,396.05
2013-04-19,387.97,399.60,385.10,390.53,21759800,387.96
2013-04-18,404.99,405.79,389.74,392.05,23796400,389.47
2013-04-17,420.27,420.60,398.11,402.80,33752000,400.15
2013-04-16,421.57,426.61,420.57,426.24,10920400,423.44
2013-04-15,427.00,427.89,419.55,419.85,11340000,417.09
2013-04-12,434.15,434.15,429.09,429.80,8521900,426.97
2013-04-11,433.72,437.99,431.20,434.33,11727300,431.47
2013-04-10,428.10,437.06,426.01,435.69,13426000,432.83
2013-04-09,426.36,428.50,422.75,426.98,10950500,424.17
2013-04-08,424.85,427.50,422.49,426.21,10743900,423.41
2013-04-05,424.50,424.95,419.68,423.20,13703400,420.42
2013-04-04,433.76,435.00,425.25,427.72,12801700,424.91
2013-04-03,431.37,437.28,430.31,431.99,12972000,429.15
2013-04-02,427.60,438.14,426.40,429.79,18911400,426.96
2013-04-01,441.90,443.70,427.74,428.91,13919000,426.09
2013-03-28,449.82,451.82,441.62,442.66,15815700,439.75
2013-03-27,456.46,456.80,450.73,452.08,11829900,449.11
2013-03-26,465.44,465.84,460.53,461.14,10510500,458.11
2013-03-25,464.69,469.95,461.78,463.58,17897700,460.53
2013-03-22,454.58,462.10,453.11,461.91,14110900,458.87
2013-03-21,450.22,457.98,450.10,452.73,13687700,449.75
2013-03-20,457.42,457.63,449.59,452.08,11023600,449.11
2013-03-19,459.50,460.97,448.50,454.49,18813400,451.50
2013-03-18,441.45,457.46,441.20,455.72,21649900,452.72
2013-03-15,437.93,444.23,437.25,443.66,22998600,440.74
2013-03-14,432.83,434.64,430.45,432.50,10852700,429.66
2013-03-13,428.45,434.50,425.36,428.35,14483900,425.53
2013-03-12,435.60,438.88,427.57,428.43,16639700,425.61
2013-03-11,429.75,439.01,425.14,437.87,16937000,434.99
2013-03-08,429.80,435.43,428.61,431.72,13981500,428.88
2013-03-07,424.50,432.01,421.06,430.58,16731200,427.75
2013-03-06,434.51,435.25,424.43,425.66,16437500,422.86
2013-03-05,421.48,435.19,420.75,431.14,22801200,428.31
2013-03-04,427.80,428.20,419.00,420.05,20812700,417.29
2013-03-01,438.00,438.18,429.98,430.47,19730300,427.64
2013-02-28,444.05,447.87,441.40,441.40,11518400,438.50
2013-02-27,448.43,452.44,440.65,444.57,20976800,441.65
2013-02-26,443.82,451.54,437.66,448.97,17910700,446.02
2013-02-25,453.85,455.12,442.57,442.80,13306400,439.89
2013-02-22,449.25,451.60,446.60,450.81,11809100,447.85
2013-02-21,446.00,449.17,442.82,446.06,15970800,443.13
2013-02-20,457.69,457.69,448.80,448.85,17010800,445.90
2013-02-19,461.10,462.73,453.85,459.99,15563700,456.97
2013-02-15,468.85,470.16,459.92,460.16,13990900,457.13
2013-02-14,464.52,471.64,464.02,466.59,12688400,463.52
2013-02-13,467.21,473.64,463.22,467.01,16971700,463.94
2013-02-12,479.51,482.38,467.74,467.90,21751900,464.82
2013-02-11,476.50,484.94,473.25,479.93,18481800,476.77
2013-02-08,474.00,478.81,468.25,474.98,22612800,471.86
2013-02-07,463.25,470.00,454.12,468.22,25163600,465.14
2013-02-06,456.47,466.50,452.58,457.35,21203800,451.71
2013-02-05,444.05,459.74,442.22,457.84,20476700,452.19
2013-02-04,453.91,455.94,442.00,442.32,17039900,436.87
2013-02-01,459.11,459.48,448.35,453.62,19267300,448.03
2013-01-31,456.98,459.28,454.98,455.49,11404800,449.87
2013-01-30,457.00,462.60,454.50,456.83,14898400,451.20
2013-01-29,458.50,460.20,452.12,458.27,20398500,452.62
2013-01-28,437.83,453.21,435.86,449.83,28054200,444.28
2013-01-25,451.69,456.23,435.00,439.88,43143800,434.46
2013-01-24,460.00,465.73,450.25,450.50,52173300,444.94
2013-01-23,508.81,514.99,504.77,514.01,30768200,507.67
2013-01-22,504.56,507.88,496.63,504.77,16483800,498.55
2013-01-18,498.52,502.22,496.40,500.00,16890100,493.83
2013-01-17,510.31,510.75,502.03,502.68,16202800,496.48
2013-01-16,494.64,509.44,492.50,506.09,24671600,499.85
2013-01-15,498.30,498.99,483.38,485.92,31313300,479.93
2013-01-14,502.68,507.50,498.51,501.75,26221700,495.56
2013-01-11,521.00,525.32,519.02,520.30,12518100,513.88
2013-01-10,528.55,528.72,515.52,523.51,21469500,517.05
2013-01-09,522.50,525.01,515.99,517.10,14557300,510.72
2013-01-08,529.21,531.89,521.25,525.31,16382400,518.83
2013-01-07,522.00,529.30,515.20,523.90,17291300,517.44
2013-01-04,536.97,538.63,525.83,527.00,21226200,520.50
2013-01-03,547.88,549.67,541.00,542.10,12605900,535.41
2013-01-02,553.82,555.00,541.63,549.03,20018500,542.26
2012-12-31,510.53,535.40,509.00,532.17,23553300,525.61
2012-12-28,510.29,514.48,508.12,509.59,12652800,503.31
2012-12-27,513.54,516.25,504.66,515.06,16254300,508.71
2012-12-26,519.00,519.46,511.12,513.00,10801300,506.67
2012-12-24,520.35,524.25,518.71,520.17,6276900,513.76
2012-12-21,512.47,519.67,510.24,519.33,21295300,512.93
2012-12-20,530.00,530.20,518.88,521.73,17203200,515.30
2012-12-19,531.47,533.70,525.50,526.31,16048900,519.82
2012-12-18,525.00,534.90,520.25,533.90,22345900,527.32
2012-12-17,508.93,520.00,501.23,518.83,27057400,512.43
2012-12-14,514.75,518.13,505.58,509.79,36056400,503.50
2012-12-13,531.15,537.64,525.80,529.69,22330700,523.16
2012-12-12,547.77,548.00,536.27,539.00,17398000,532.35
2012-12-11,539.77,549.56,537.37,541.39,21155200,534.71
2012-12-10,525.00,538.51,521.58,529.82,22517300,523.29
2012-12-07,553.40,555.20,530.00,533.25,28108600,526.67
2012-12-06,528.94,553.31,518.63,547.24,42043300,540.49
2012-12-05,568.91,569.25,538.77,538.79,37308500,532.15
2012-12-04,581.80,581.80,572.13,575.85,19895300,568.75
2012-12-03,593.65,594.59,585.50,586.19,13010000,578.96
2012-11-30,586.79,588.40,582.68,585.28,13975700,578.06
2012-11-29,590.22,594.25,585.25,589.36,18382100,582.09
2012-11-28,577.27,585.80,572.26,582.94,18602300,575.75
2012-11-27,589.55,590.42,580.10,584.78,19047500,577.57
2012-11-26,575.90,590.00,573.71,589.53,22520700,582.26
2012-11-23,567.17,572.00,562.60,571.50,9743800,564.45
2012-11-21,564.25,567.37,556.60,561.70,13321500,554.77
2012-11-20,571.91,571.95,554.58,560.91,22955500,553.99
2012-11-19,540.71,567.50,539.88,565.73,29404200,558.75
2012-11-16,525.20,530.00,505.75,527.68,45246200,521.17
2012-11-15,537.53,539.50,522.62,525.62,28211100,519.14
2012-11-14,545.50,547.45,536.18,536.88,17041800,530.26
2012-11-13,538.91,550.48,536.36,542.90,19033900,536.21
2012-11-12,554.15,554.50,538.65,542.83,18421500,536.14
2012-11-09,540.42,554.88,533.72,547.06,33211200,540.31
